                                                                                Step 
variable                                                                           0     1     2 
Check_spec~7.T_node~0.p1                                                        true  true  true 
Check_spec~7.T_node~0.repairNode_6_0~0.Disable_Audio                               6     6     6 
Check_spec~7.T_node~0.repairNode_6_0~0.R                                        true  true  true 
Check_spec~7.T_node~0.repairNode_6_0~0.const_hole_1_1                              0     0     0 
Check_spec~7.T_node~0.repairNode_6_0~0.inner_hole_0_0                             14    14    14 
Check_spec~7.T_node~0.repairNode_883_0~0.Disable_Audio                             6     6     6 
Check_spec~7.T_node~0.repairNode_883_0~0.R                                      true  true  true 
Check_spec~7.T_node~0.repairNode_883_0~0.R_l                                   false false false 
Check_spec~7.T_node~0.repairNode_883_0~0.R_r                                    true  true  true 
Check_spec~7.T_node~0.repairNode_883_0~0.const_hole_1_3                          256   256   256 
Check_spec~7.T_node~0.repairNode_883_0~0.const_hole_3_5                          105   105   105 
Check_spec~7.T_node~0.repairNode_883_0~0.inner_hole_0_2                           26    26    26 
Check_spec~7.T_node~0.repairNode_883_0~0.inner_hole_2_4                           20    20    20 
Check_spec~7.T_node~0.repairNode_883_0~0.inner_hole_4_6                           17    17    17 
Check_spec~7.T_node~0.repairNode_883_0~0.out_Audio_Notification_Command            0     0     0 
Check_spec~7.T_node~0.repairNode_883_0~0.out_Is_Audio_Disabled                     6     6     6 
Check_spec~7.Temp                                                              false false false 
Check_spec~7.Tolerance_Max                                                        98    98    98 
Check_spec~7.Tolerance_Min                                                       199   199   199 
Check_spec~7.VTBI_High                                                             0     0     0 
Check_spec~7.Volume_Infused                                                        1     1     1 
Check_spec~7.Watchdog_Interrupted                                               true  true  true 
Check_spec~7.const_hole_1_1                                                        0     0     0 
Check_spec~7.const_hole_1_3                                                      256   256   256 
Check_spec~7.const_hole_3_5                                                      105   105   105 
Check_spec~7.inner_hole_0_0                                                       14    14    14 
Check_spec~7.inner_hole_0_2                                                       26    26    26 
Check_spec~7.inner_hole_2_4                                                       20    20    20 
Check_spec~7.inner_hole_4_6                                                       17    17    17 
Check_spec~7.k                                                                     0     0     0 
Check_spec~7.out_Audio_Notification_Command                                        0     0     0 
Check_spec~7.out_Highest_Level_Alarm                                               4     4     4 
Check_spec~7.out_Is_Audio_Disabled                                                 6     6     6 
Check_spec~7.out_Log_Message_ID5                                                   0     0     0 
Check_spec~7.out_Notification_Message                                              1     1     1 
Check_spec~7.p1                                                                 true  true  true 
Check_spec~7.step                                                                  0     1     2 
Check_spec~7.stepOK                                                             true  true  true 
Check_spec~8.Air_In_Line                                                        true false  true 
Check_spec~8.Air_Pressure                                                      false false false 
Check_spec~8.Audio_Enable_Duration                                                 0     1     1 
Check_spec~8.Audio_Level                                                           1     1     0 
Check_spec~8.Battery_Depleted                                                   true  true  true 
Check_spec~8.Battery_Low                                                        true false false 
Check_spec~8.Battery_Unable_To_Charge                                           true false false 
Check_spec~8.CPU_In_Error                                                       true  true  true 
Check_spec~8.Commanded_Flow_Rate                                                   0     0     0 
Check_spec~8.Config_Timer                                                          1     0     0 
Check_spec~8.Config_Warning_Duration                                               0     0     0 
Check_spec~8.Current_System_Mode                                                   1     6     0 
Check_spec~8.Disable_Audio                                                         2     3     4 
Check_spec~8.Door_Open                                                         false false  true 
Check_spec~8.Flow_Rate                                                           254     0     0 
Check_spec~8.Flow_Rate_High                                                        0     0   255 
Check_spec~8.Flow_Rate_Low                                                       255     0     0 
Check_spec~8.Flow_Rate_Not_Stable                                               true  true false 
Check_spec~8.H_discovery~0.in                                                   true  true  true 
Check_spec~8.H_discovery~0.out                                                  true  true  true 
Check_spec~8.Humidity                                                          false false false 
Check_spec~8.In_Therapy                                                         true false  true 
Check_spec~8.Infusion_Initiate                                                  true  true false 
Check_spec~8.Logging_Failed                                                     true false false 
Check_spec~8.Low_Reservoir                                                         1     1     1 
Check_spec~8.Max_Duration_Over_Infusion                                            0     0     0 
Check_spec~8.Max_Duration_Under_Infusion                                           0     0     0 
Check_spec~8.Max_Idle_Duration                                                     1     2     2 
Check_spec~8.Max_Paused_Duration                                                   2     0     2 
Check_spec~8.Memory_Corrupted                                                   true  true  true 
Check_spec~8.Notification_Cancel                                                true  true false 
Check_spec~8.Occlusion                                                          true  true  true 
Check_spec~8.Pump_Overheated                                                    true false false 
Check_spec~8.Pump_Too_Hot                                                       true  true  true 
Check_spec~8.RTC_In_Error                                                       true  true  true 
Check_spec~8.Reservoir_Empty                                                    true false  true 
Check_spec~8.Reservoir_Volume                                                      0     0     0 
Check_spec~8.Supply_Voltage                                                     true false false 
Check_spec~8.System_Monitor_Failed                                              true false false 
Check_spec~8.System_On                                                          true false false 
Check_spec~8.T_node~0.Air_In_Line                                               true false  true 
Check_spec~8.T_node~0.Air_Pressure                                             false false false 
Check_spec~8.T_node~0.Audio_Enable_Duration                                        0     1     1 
Check_spec~8.T_node~0.Audio_Level                                                  1     1     0 
Check_spec~8.T_node~0.Battery_Depleted                                          true  true  true 
Check_spec~8.T_node~0.Battery_Low                                               true false false 
Check_spec~8.T_node~0.Battery_Unable_To_Charge                                  true false false 
Check_spec~8.T_node~0.CPU_In_Error                                              true  true  true 
Check_spec~8.T_node~0.Commanded_Flow_Rate                                          0     0     0 
Check_spec~8.T_node~0.Config_Timer                                                 1     0     0 
Check_spec~8.T_node~0.Config_Warning_Duration                                      0     0     0 
Check_spec~8.T_node~0.Current_System_Mode                                          1     6     0 
Check_spec~8.T_node~0.Disable_Audio                                                2     3     4 
Check_spec~8.T_node~0.Door_Open                                                false false  true 
Check_spec~8.T_node~0.Flow_Rate                                                  254     0     0 
Check_spec~8.T_node~0.Flow_Rate_High                                               0     0   255 
Check_spec~8.T_node~0.Flow_Rate_Low                                              255     0     0 
Check_spec~8.T_node~0.Flow_Rate_Not_Stable                                      true  true false 
Check_spec~8.T_node~0.Humidity                                                 false false false 
Check_spec~8.T_node~0.In_Therapy                                                true false  true 
Check_spec~8.T_node~0.Infusion_Initiate                                         true  true false 
Check_spec~8.T_node~0.Logging_Failed                                            true false false 
Check_spec~8.T_node~0.Low_Reservoir                                                1     1     1 
Check_spec~8.T_node~0.Max_Duration_Over_Infusion                                   0     0     0 
Check_spec~8.T_node~0.Max_Duration_Under_Infusion                                  0     0     0 
Check_spec~8.T_node~0.Max_Idle_Duration                                            1     2     2 
Check_spec~8.T_node~0.Max_Paused_Duration                                          2     0     2 
Check_spec~8.T_node~0.Memory_Corrupted                                          true  true  true 
Check_spec~8.T_node~0.Notification_Cancel                                       true  true false 
Check_spec~8.T_node~0.Occlusion                                                 true  true  true 
Check_spec~8.T_node~0.Pump_Overheated                                           true false false 
Check_spec~8.T_node~0.Pump_Too_Hot                                              true  true  true 
Check_spec~8.T_node~0.RTC_In_Error                                              true  true  true 
Check_spec~8.T_node~0.Reservoir_Empty                                           true false  true 
Check_spec~8.T_node~0.Reservoir_Volume                                             0     0     0 
Check_spec~8.T_node~0.Supply_Voltage                                            true false false 
Check_spec~8.T_node~0.System_Monitor_Failed                                     true false false 
Check_spec~8.T_node~0.System_On                                                 true false false 
Check_spec~8.T_node~0.Temp                                                     false false false 
Check_spec~8.T_node~0.Tolerance_Max                                               99   199    98 
Check_spec~8.T_node~0.Tolerance_Min                                              255   255   156 
Check_spec~8.T_node~0.VTBI_High                                                    0     0     0 
Check_spec~8.T_node~0.Volume_Infused                                               1     0     0 
Check_spec~8.T_node~0.Watchdog_Interrupted                                      true  true  true 
Check_spec~8.T_node~0.const_hole_1_1                                               0     0     0 
Check_spec~8.T_node~0.const_hole_1_3                                             256   256   256 
Check_spec~8.T_node~0.const_hole_3_5                                             105   105   105 
Check_spec~8.T_node~0.inner_hole_0_0                                              14    14    14 
Check_spec~8.T_node~0.inner_hole_0_2                                              26    26    26 
Check_spec~8.T_node~0.inner_hole_2_4                                              20    20    20 
Check_spec~8.T_node~0.inner_hole_4_6                                              17    17    17 
Check_spec~8.T_node~0.out_Audio_Notification_Command                               0     0     0 
Check_spec~8.T_node~0.out_Highest_Level_Alarm                                      4     4     4 
Check_spec~8.T_node~0.out_Is_Audio_Disabled                                        2     3     3 
Check_spec~8.T_node~0.out_Log_Message_ID5                                          0     0     0 
Check_spec~8.T_node~0.out_Notification_Message                                     1     1     1 
Check_spec~8.T_node~0.p1                                                        true  true  true 
Check_spec~8.T_node~0.repairNode_6_0~0.Disable_Audio                               2     3     4 
Check_spec~8.T_node~0.repairNode_6_0~0.R                                        true  true  true 
Check_spec~8.T_node~0.repairNode_6_0~0.const_hole_1_1                              0     0     0 
Check_spec~8.T_node~0.repairNode_6_0~0.inner_hole_0_0                             14    14    14 
Check_spec~8.T_node~0.repairNode_883_0~0.Disable_Audio                             2     3     4 
Check_spec~8.T_node~0.repairNode_883_0~0.R                                      true  true  true 
Check_spec~8.T_node~0.repairNode_883_0~0.R_l                                   false false false 
Check_spec~8.T_node~0.repairNode_883_0~0.R_r                                    true  true  true 
Check_spec~8.T_node~0.repairNode_883_0~0.const_hole_1_3                          256   256   256 
Check_spec~8.T_node~0.repairNode_883_0~0.const_hole_3_5                          105   105   105 
Check_spec~8.T_node~0.repairNode_883_0~0.inner_hole_0_2                           26    26    26 
Check_spec~8.T_node~0.repairNode_883_0~0.inner_hole_2_4                           20    20    20 
Check_spec~8.T_node~0.repairNode_883_0~0.inner_hole_4_6                           17    17    17 
Check_spec~8.T_node~0.repairNode_883_0~0.out_Audio_Notification_Command            0     0     0 
Check_spec~8.T_node~0.repairNode_883_0~0.out_Is_Audio_Disabled                     2     3     3 
Check_spec~8.Temp                                                              false false false 
Check_spec~8.Tolerance_Max                                                        99   199    98 
Check_spec~8.Tolerance_Min                                                       255   255   156 
Check_spec~8.VTBI_High                                                             0     0     0 
Check_spec~8.Volume_Infused                                                        1     0     0 
Check_spec~8.Watchdog_Interrupted                                               true  true  true 
Check_spec~8.const_hole_1_1                                                        0     0     0 
Check_spec~8.const_hole_1_3                                                      256   256   256 
Check_spec~8.const_hole_3_5                                                      105   105   105 
Check_spec~8.inner_hole_0_0                                                       14    14    14 
Check_spec~8.inner_hole_0_2                                                       26    26    26 
Check_spec~8.inner_hole_2_4                                                       20    20    20 
Check_spec~8.inner_hole_4_6                                                       17    17    17 
Check_spec~8.k                                                                     2     2     2 
Check_spec~8.out_Audio_Notification_Command                                        0     0     0 
Check_spec~8.out_Highest_Level_Alarm                                               4     4     4 
Check_spec~8.out_Is_Audio_Disabled                                                 2     3     3 
Check_spec~8.out_Log_Message_ID5                                                   0     0     0 
Check_spec~8.out_Notification_Message                                              1     1     1 
Check_spec~8.p1                                                                false false  true 
Check_spec~8.step                                                                  0     1     2 
Check_spec~8.stepOK                                                             true  true  true 
Check_spec~9.Air_In_Line                                                        true false false 
Check_spec~9.Air_Pressure                                                       true  true  true 
Check_spec~9.Audio_Enable_Duration                                                 0     0     0 
Check_spec~9.Audio_Level                                                           1     2     2 
Check_spec~9.Battery_Depleted                                                   true false false 
Check_spec~9.Battery_Low                                                       false false false 
Check_spec~9.Battery_Unable_To_Charge                                           true  true  true 
Check_spec~9.CPU_In_Error                                                       true false false 
Check_spec~9.Commanded_Flow_Rate                                                   0     0     0 
Check_spec~9.Config_Timer                                                          1     1     1 
Check_spec~9.Config_Warning_Duration                                               0     0     0 
Check_spec~9.Current_System_Mode                                                   1     5     5 
Check_spec~9.Disable_Audio                                                         0     3     3 
Check_spec~9.Door_Open                                                          true false false 
Check_spec~9.Flow_Rate                                                             1     0     0 
Check_spec~9.Flow_Rate_High                                                        0   255   255 
Check_spec~9.Flow_Rate_Low                                                         2     0     0 
Check_spec~9.Flow_Rate_Not_Stable                                               true false false 
Check_spec~9.H_discovery~0.in                                                   true  true  true 
Check_spec~9.H_discovery~0.out                                                  true  true  true 
Check_spec~9.Humidity                                                           true  true  true 
Check_spec~9.In_Therapy                                                         true false false 
Check_spec~9.Infusion_Initiate                                                  true false false 
Check_spec~9.Logging_Failed                                                     true false false 
Check_spec~9.Low_Reservoir                                                         1     0     0 
Check_spec~9.Max_Duration_Over_Infusion                                            0     0     0 
Check_spec~9.Max_Duration_Under_Infusion                                           0     0     0 
Check_spec~9.Max_Idle_Duration                                                     1     2     2 
Check_spec~9.Max_Paused_Duration                                                   0     2     2 
Check_spec~9.Memory_Corrupted                                                  false false false 
Check_spec~9.Notification_Cancel                                               false  true  true 
Check_spec~9.Occlusion                                                          true false false 
Check_spec~9.Pump_Overheated                                                    true  true  true 
Check_spec~9.Pump_Too_Hot                                                       true false false 
Check_spec~9.RTC_In_Error                                                       true false false 
Check_spec~9.Reservoir_Empty                                                    true false false 
Check_spec~9.Reservoir_Volume                                                      0     0     0 
Check_spec~9.Supply_Voltage                                                     true  true  true 
Check_spec~9.System_Monitor_Failed                                              true false false 
Check_spec~9.System_On                                                          true false false 
Check_spec~9.T_node~0.Air_In_Line                                               true false false 
Check_spec~9.T_node~0.Air_Pressure                                              true  true  true 
Check_spec~9.T_node~0.Audio_Enable_Duration                                        0     0     0 
Check_spec~9.T_node~0.Audio_Level                                                  1     2     2 
Check_spec~9.T_node~0.Battery_Depleted                                          true false false 
Check_spec~9.T_node~0.Battery_Low                                              false false false 
Check_spec~9.T_node~0.Battery_Unable_To_Charge                                  true  true  true 
Check_spec~9.T_node~0.CPU_In_Error                                              true false false 
Check_spec~9.T_node~0.Commanded_Flow_Rate                                          0     0     0 
Check_spec~9.T_node~0.Config_Timer                                                 1     1     1 
Check_spec~9.T_node~0.Config_Warning_Duration                                      0     0     0 
Check_spec~9.T_node~0.Current_System_Mode                                          1     5     5 
Check_spec~9.T_node~0.Disable_Audio                                                0     3     3 
Check_spec~9.T_node~0.Door_Open                                                 true false false 
Check_spec~9.T_node~0.Flow_Rate                                                    1     0     0 
Check_spec~9.T_node~0.Flow_Rate_High                                               0   255   255 
Check_spec~9.T_node~0.Flow_Rate_Low                                                2     0     0 
Check_spec~9.T_node~0.Flow_Rate_Not_Stable                                      true false false 
Check_spec~9.T_node~0.Humidity                                                  true  true  true 
Check_spec~9.T_node~0.In_Therapy                                                true false false 
Check_spec~9.T_node~0.Infusion_Initiate                                         true false false 
Check_spec~9.T_node~0.Logging_Failed                                            true false false 
Check_spec~9.T_node~0.Low_Reservoir                                                1     0     0 
Check_spec~9.T_node~0.Max_Duration_Over_Infusion                                   0     0     0 
Check_spec~9.T_node~0.Max_Duration_Under_Infusion                                  0     0     0 
Check_spec~9.T_node~0.Max_Idle_Duration                                            1     2     2 
Check_spec~9.T_node~0.Max_Paused_Duration                                          0     2     2 
Check_spec~9.T_node~0.Memory_Corrupted                                         false false false 
Check_spec~9.T_node~0.Notification_Cancel                                      false  true  true 
Check_spec~9.T_node~0.Occlusion                                                 true false false 
Check_spec~9.T_node~0.Pump_Overheated                                           true  true  true 
Check_spec~9.T_node~0.Pump_Too_Hot                                              true false false 
Check_spec~9.T_node~0.RTC_In_Error                                              true false false 
Check_spec~9.T_node~0.Reservoir_Empty                                           true false false 
Check_spec~9.T_node~0.Reservoir_Volume                                             0     0     0 
Check_spec~9.T_node~0.Supply_Voltage                                            true  true  true 
Check_spec~9.T_node~0.System_Monitor_Failed                                     true false false 
Check_spec~9.T_node~0.System_On                                                 true false false 
Check_spec~9.T_node~0.Temp                                                      true  true  true 
Check_spec~9.T_node~0.Tolerance_Max                                              255    99    99 
Check_spec~9.T_node~0.Tolerance_Min                                              154     0     0 
Check_spec~9.T_node~0.VTBI_High                                                    0     0     0 
Check_spec~9.T_node~0.Volume_Infused                                               1     1     1 
Check_spec~9.T_node~0.Watchdog_Interrupted                                     false false false 
Check_spec~9.T_node~0.const_hole_1_1                                               0     0     0 
Check_spec~9.T_node~0.const_hole_1_3                                             256   256   256 
Check_spec~9.T_node~0.const_hole_3_5                                             105   105   105 
Check_spec~9.T_node~0.inner_hole_0_0                                              14    14    14 
Check_spec~9.T_node~0.inner_hole_0_2                                              26    26    26 
Check_spec~9.T_node~0.inner_hole_2_4                                              20    20    20 
Check_spec~9.T_node~0.inner_hole_4_6                                              17    17    17 
Check_spec~9.T_node~0.out_Audio_Notification_Command                               1     2     2 
Check_spec~9.T_node~0.out_Highest_Level_Alarm                                      4     4     4 
Check_spec~9.T_node~0.out_Is_Audio_Disabled                                        0     3     3 
Check_spec~9.T_node~0.out_Log_Message_ID5                                          0     0     0 
Check_spec~9.T_node~0.out_Notification_Message                                     1     1     1 
Check_spec~9.T_node~0.p1                                                        true  true  true 
Check_spec~9.T_node~0.repairNode_6_0~0.Disable_Audio                               0     3     3 
Check_spec~9.T_node~0.repairNode_6_0~0.R                                        true  true  true 
Check_spec~9.T_node~0.repairNode_6_0~0.const_hole_1_1                              0     0     0 
Check_spec~9.T_node~0.repairNode_6_0~0.inner_hole_0_0                             14    14    14 
Check_spec~9.T_node~0.repairNode_883_0~0.Disable_Audio                             0     3     3 
Check_spec~9.T_node~0.repairNode_883_0~0.R                                      true  true  true 
Check_spec~9.T_node~0.repairNode_883_0~0.R_l                                   false false false 
Check_spec~9.T_node~0.repairNode_883_0~0.R_r                                    true  true  true 
Check_spec~9.T_node~0.repairNode_883_0~0.const_hole_1_3                          256   256   256 
Check_spec~9.T_node~0.repairNode_883_0~0.const_hole_3_5                          105   105   105 
Check_spec~9.T_node~0.repairNode_883_0~0.inner_hole_0_2                           26    26    26 
Check_spec~9.T_node~0.repairNode_883_0~0.inner_hole_2_4                           20    20    20 
Check_spec~9.T_node~0.repairNode_883_0~0.inner_hole_4_6                           17    17    17 
Check_spec~9.T_node~0.repairNode_883_0~0.out_Audio_Notification_Command            1     2     2 
Check_spec~9.T_node~0.repairNode_883_0~0.out_Is_Audio_Disabled                     0     3     3 
Check_spec~9.Temp                                                               true  true  true 
Check_spec~9.Tolerance_Max                                                       255    99    99 
Check_spec~9.Tolerance_Min                                                       154     0     0 
Check_spec~9.VTBI_High                                                             0     0     0 
Check_spec~9.Volume_Infused                                                        1     1     1 
Check_spec~9.Watchdog_Interrupted                                              false false false 
Check_spec~9.const_hole_1_1                                                        0     0     0 
Check_spec~9.const_hole_1_3                                                      256   256   256 
Check_spec~9.const_hole_3_5                                                      105   105   105 
Check_spec~9.inner_hole_0_0                                                       14    14    14 
Check_spec~9.inner_hole_0_2                                                       26    26    26 
Check_spec~9.inner_hole_2_4                                                       20    20    20 
Check_spec~9.inner_hole_4_6                                                       17    17    17 
Check_spec~9.k                                                                     1     1     1 
Check_spec~9.out_Audio_Notification_Command                                        1     2     2 
Check_spec~9.out_Highest_Level_Alarm                                               4     4     4 
Check_spec~9.out_Is_Audio_Disabled                                                 0     3     3 
Check_spec~9.out_Log_Message_ID5                                                   0     0     0 
Check_spec~9.out_Notification_Message                                              1     1     1 
Check_spec~9.p1                                                                false  true  true 
Check_spec~9.step                                                                  0     1     2 
Check_spec~9.stepOK                                                             true  true  true 
Check_spec~10.Air_In_Line                                                      false false false 
Check_spec~10.Air_Pressure                                                     false false false 
Check_spec~10.Audio_Enable_Duration                                                0     0     0 
Check_spec~10.Audio_Level                                                          6     6     6 
Check_spec~10.Battery_Depleted                                                 false false false 
Check_spec~10.Battery_Low                                                       true  true  true 
Check_spec~10.Battery_Unable_To_Charge                                          true  true  true 
Check_spec~10.CPU_In_Error                                                     false false false 
Check_spec~10.Commanded_Flow_Rate                                                  0     0     0 
Check_spec~10.Config_Timer                                                         1     1     1 
Check_spec~10.Config_Warning_Duration                                              0     0     0 
Check_spec~10.Current_System_Mode                                                  7     7     7 
Check_spec~10.Disable_Audio                                                        0     0     0 
Check_spec~10.Door_Open                                                        false false false 
Check_spec~10.Flow_Rate                                                          254   254   254 
Check_spec~10.Flow_Rate_High                                                     254   254   254 
Check_spec~10.Flow_Rate_Low                                                      255   255   255 
Check_spec~10.Flow_Rate_Not_Stable                                             false false false 
Check_spec~10.H_discovery~0.in                                                  true  true  true 
Check_spec~10.H_discovery~0.out                                                 true  true  true 
Check_spec~10.Humidity                                                         false false false 
Check_spec~10.In_Therapy                                                        true  true  true 
Check_spec~10.Infusion_Initiate                                                 true  true  true 
Check_spec~10.Logging_Failed                                                    true  true  true 
Check_spec~10.Low_Reservoir                                                        1     1     1 
Check_spec~10.Max_Duration_Over_Infusion                                           0     0     0 
Check_spec~10.Max_Duration_Under_Infusion                                          0     0     0 
Check_spec~10.Max_Idle_Duration                                                    0     0     0 
Check_spec~10.Max_Paused_Duration                                                  2     2     2 
Check_spec~10.Memory_Corrupted                                                 false false false 
Check_spec~10.Notification_Cancel                                               true  true  true 
Check_spec~10.Occlusion                                                         true  true  true 
Check_spec~10.Pump_Overheated                                                   true  true  true 
Check_spec~10.Pump_Too_Hot                                                     false false false 
Check_spec~10.RTC_In_Error                                                     false false false 
Check_spec~10.Reservoir_Empty                                                   true  true  true 
Check_spec~10.Reservoir_Volume                                                     0     0     0 
Check_spec~10.Supply_Voltage                                                    true  true  true 
Check_spec~10.System_Monitor_Failed                                             true  true  true 
Check_spec~10.System_On                                                         true  true  true 
Check_spec~10.T_node~0.Air_In_Line                                             false false false 
Check_spec~10.T_node~0.Air_Pressure                                            false false false 
Check_spec~10.T_node~0.Audio_Enable_Duration                                       0     0     0 
Check_spec~10.T_node~0.Audio_Level                                                 6     6     6 
Check_spec~10.T_node~0.Battery_Depleted                                        false false false 
Check_spec~10.T_node~0.Battery_Low                                              true  true  true 
Check_spec~10.T_node~0.Battery_Unable_To_Charge                                 true  true  true 
Check_spec~10.T_node~0.CPU_In_Error                                            false false false 
Check_spec~10.T_node~0.Commanded_Flow_Rate                                         0     0     0 
Check_spec~10.T_node~0.Config_Timer                                                1     1     1 
Check_spec~10.T_node~0.Config_Warning_Duration                                     0     0     0 
Check_spec~10.T_node~0.Current_System_Mode                                         7     7     7 
Check_spec~10.T_node~0.Disable_Audio                                               0     0     0 
Check_spec~10.T_node~0.Door_Open                                               false false false 
Check_spec~10.T_node~0.Flow_Rate                                                 254   254   254 
Check_spec~10.T_node~0.Flow_Rate_High                                            254   254   254 
Check_spec~10.T_node~0.Flow_Rate_Low                                             255   255   255 
Check_spec~10.T_node~0.Flow_Rate_Not_Stable                                    false false false 
Check_spec~10.T_node~0.Humidity                                                false false false 
Check_spec~10.T_node~0.In_Therapy                                               true  true  true 
Check_spec~10.T_node~0.Infusion_Initiate                                        true  true  true 
Check_spec~10.T_node~0.Logging_Failed                                           true  true  true 
Check_spec~10.T_node~0.Low_Reservoir                                               1     1     1 
Check_spec~10.T_node~0.Max_Duration_Over_Infusion                                  0     0     0 
Check_spec~10.T_node~0.Max_Duration_Under_Infusion                                 0     0     0 
Check_spec~10.T_node~0.Max_Idle_Duration                                           0     0     0 
Check_spec~10.T_node~0.Max_Paused_Duration                                         2     2     2 
Check_spec~10.T_node~0.Memory_Corrupted                                        false false false 
Check_spec~10.T_node~0.Notification_Cancel                                      true  true  true 
Check_spec~10.T_node~0.Occlusion                                                true  true  true 
Check_spec~10.T_node~0.Pump_Overheated                                          true  true  true 
Check_spec~10.T_node~0.Pump_Too_Hot                                            false false false 
Check_spec~10.T_node~0.RTC_In_Error                                            false false false 
Check_spec~10.T_node~0.Reservoir_Empty                                          true  true  true 
Check_spec~10.T_node~0.Reservoir_Volume                                            0     0     0 
Check_spec~10.T_node~0.Supply_Voltage                                           true  true  true 
Check_spec~10.T_node~0.System_Monitor_Failed                                    true  true  true 
Check_spec~10.T_node~0.System_On                                                true  true  true 
Check_spec~10.T_node~0.Temp                                                    false false false 
Check_spec~10.T_node~0.Tolerance_Max                                             136   136   136 
Check_spec~10.T_node~0.Tolerance_Min                                              99    99    99 
Check_spec~10.T_node~0.VTBI_High                                                   0     0     0 
Check_spec~10.T_node~0.Volume_Infused                                              1     1     1 
Check_spec~10.T_node~0.Watchdog_Interrupted                                    false false false 
Check_spec~10.T_node~0.const_hole_1_1                                              0     0     0 
Check_spec~10.T_node~0.const_hole_1_3                                            256   256   256 
Check_spec~10.T_node~0.const_hole_3_5                                            105   105   105 
Check_spec~10.T_node~0.inner_hole_0_0                                             14    14    14 
Check_spec~10.T_node~0.inner_hole_0_2                                             26    26    26 
Check_spec~10.T_node~0.inner_hole_2_4                                             20    20    20 
Check_spec~10.T_node~0.inner_hole_4_6                                             17    17    17 
Check_spec~10.T_node~0.out_Audio_Notification_Command                              6     6     6 
Check_spec~10.T_node~0.out_Highest_Level_Alarm                                     4     4     4 
Check_spec~10.T_node~0.out_Is_Audio_Disabled                                       0     0     0 
Check_spec~10.T_node~0.out_Log_Message_ID5                                         0     0     0 
Check_spec~10.T_node~0.out_Notification_Message                                    1     1     1 
Check_spec~10.T_node~0.p1                                                       true  true  true 
Check_spec~10.T_node~0.repairNode_6_0~0.Disable_Audio                              0     0     0 
Check_spec~10.T_node~0.repairNode_6_0~0.R                                       true  true  true 
Check_spec~10.T_node~0.repairNode_6_0~0.const_hole_1_1                             0     0     0 
Check_spec~10.T_node~0.repairNode_6_0~0.inner_hole_0_0                            14    14    14 
Check_spec~10.T_node~0.repairNode_883_0~0.Disable_Audio                            0     0     0 
Check_spec~10.T_node~0.repairNode_883_0~0.R                                     true  true  true 
Check_spec~10.T_node~0.repairNode_883_0~0.R_l                                  false false false 
Check_spec~10.T_node~0.repairNode_883_0~0.R_r                                   true  true  true 
Check_spec~10.T_node~0.repairNode_883_0~0.const_hole_1_3                         256   256   256 
Check_spec~10.T_node~0.repairNode_883_0~0.const_hole_3_5                         105   105   105 
Check_spec~10.T_node~0.repairNode_883_0~0.inner_hole_0_2                          26    26    26 
Check_spec~10.T_node~0.repairNode_883_0~0.inner_hole_2_4                          20    20    20 
Check_spec~10.T_node~0.repairNode_883_0~0.inner_hole_4_6                          17    17    17 
Check_spec~10.T_node~0.repairNode_883_0~0.out_Audio_Notification_Command           6     6     6 
Check_spec~10.T_node~0.repairNode_883_0~0.out_Is_Audio_Disabled                    0     0     0 
Check_spec~10.Temp                                                             false false false 
Check_spec~10.Tolerance_Max                                                      136   136   136 
Check_spec~10.Tolerance_Min                                                       99    99    99 
Check_spec~10.VTBI_High                                                            0     0     0 
Check_spec~10.Volume_Infused                                                       1     1     1 
Check_spec~10.Watchdog_Interrupted                                             false false false 
Check_spec~10.const_hole_1_1                                                       0     0     0 
Check_spec~10.const_hole_1_3                                                     256   256   256 
Check_spec~10.const_hole_3_5                                                     105   105   105 
Check_spec~10.inner_hole_0_0                                                      14    14    14 
Check_spec~10.inner_hole_0_2                                                      26    26    26 
Check_spec~10.inner_hole_2_4                                                      20    20    20 
Check_spec~10.inner_hole_4_6                                                      17    17    17 
Check_spec~10.k                                                                    0     0     0 
Check_spec~10.out_Audio_Notification_Command                                       6     6     6 
Check_spec~10.out_Highest_Level_Alarm                                              4     4     4 
Check_spec~10.out_Is_Audio_Disabled                                                0     0     0 
Check_spec~10.out_Log_Message_ID5                                                  0     0     0 
Check_spec~10.out_Notification_Message                                             1     1     1 
Check_spec~10.p1                                                                true  true  true 
Check_spec~10.step                                                                 0     1     2 
Check_spec~10.stepOK                                                            true  true  true 
Check_spec~11.Air_In_Line                                                      false false  true 
Check_spec~11.Air_Pressure                                                      true  true false 
Check_spec~11.Audio_Enable_Duration                                                0     0     0 
Check_spec~11.Audio_Level                                                          1     2     0 
Check_spec~11.Battery_Depleted                                                 false  true false 
Check_spec~11.Battery_Low                                                      false false false 
Check_spec~11.Battery_Unable_To_Charge                                         false false false 
Check_spec~11.CPU_In_Error                                                     false  true false 
Check_spec~11.Commanded_Flow_Rate                                                  0     0     0 
Check_spec~11.Config_Timer                                                         0     0     1 
Check_spec~11.Config_Warning_Duration                                              0     0     0 
Check_spec~11.Current_System_Mode                                                  1     2     1 
Check_spec~11.Disable_Audio                                                        0     2    -1 
Check_spec~11.Door_Open                                                        false  true false 
Check_spec~11.Flow_Rate                                                            1     0     0 
Check_spec~11.Flow_Rate_High                                                       0     0     0 
Check_spec~11.Flow_Rate_Low                                                        2     0     0 
