                                                                   Step 
variable                                                              0     1     2 
Check_spec~6.Highest_Level_Alarm                                      1     1     1 
Check_spec~6.Infusion_Cancel                                       true  true  true 
Check_spec~6.Infusion_Inhibit                                      true  true  true 
Check_spec~6.Infusion_Initiate                                     true  true  true 
Check_spec~6.Infusion_Total_Duration                                  2     2     2 
Check_spec~6.Interval_Intermittent_Bolus                              1     1     1 
Check_spec~6.Lockout_Period_Patient_Bolus                             2     2     2 
Check_spec~6.Log_Message_ID                                          41    41    41 
Check_spec~6.Max_Number_of_Patient_Bolus                              1     1     1 
Check_spec~6.New_Infusion                                         false false false 
Check_spec~6.Patient_Bolus_Request                                 true  true  true 
Check_spec~6.Reservoir_Empty                                       true  true  true 
Check_spec~6.System_On                                             true  true  true 
Check_spec~6.T_node~0.Actual_Infusion_Duration                       42    42    42 
Check_spec~6.T_node~0.Commanded_Flow_Rate                             1     1     1 
Check_spec~6.T_node~0.Configured                                      1     1     1 
Check_spec~6.T_node~0.Current_System_Mode                             0     0     0 
Check_spec~6.T_node~0.Duration_Intermittent_Bolus                     1     1     1 
Check_spec~6.T_node~0.Duration_Patient_Bolus                          2     2     2 
Check_spec~6.T_node~0.Entered_Reservoir_Volume                        0     0     0 
Check_spec~6.T_node~0.Flow_Rate_Basal                                 0     0     0 
Check_spec~6.T_node~0.Flow_Rate_Intermittent_Bolus                    0     0     0 
Check_spec~6.T_node~0.Flow_Rate_KVO                                   1     1     1 
Check_spec~6.T_node~0.Flow_Rate_Patient_Bolus                         0     0     0 
Check_spec~6.T_node~0.Highest_Level_Alarm                             1     1     1 
Check_spec~6.T_node~0.Infusion_Cancel                              true  true  true 
Check_spec~6.T_node~0.Infusion_Inhibit                             true  true  true 
Check_spec~6.T_node~0.Infusion_Initiate                            true  true  true 
Check_spec~6.T_node~0.Infusion_Total_Duration                         2     2     2 
Check_spec~6.T_node~0.Interval_Intermittent_Bolus                     1     1     1 
Check_spec~6.T_node~0.Lockout_Period_Patient_Bolus                    2     2     2 
Check_spec~6.T_node~0.Log_Message_ID                                 41    41    41 
Check_spec~6.T_node~0.Max_Number_of_Patient_Bolus                     1     1     1 
Check_spec~6.T_node~0.New_Infusion                                false false false 
Check_spec~6.T_node~0.Patient_Bolus_Request                        true  true  true 
Check_spec~6.T_node~0.Reservoir_Empty                              true  true  true 
Check_spec~6.T_node~0.System_On                                    true  true  true 
Check_spec~6.T_node~0.VTBI_Total                                      1     1     1 
Check_spec~6.T_node~0.Volume_Infused                                  0     0     0 
Check_spec~6.T_node~0.const_hole_1_1                                  8     8     8 
Check_spec~6.T_node~0.const_hole_3_3                                256   256   256 
Check_spec~6.T_node~0.const_hole_6_6                                  0     0     0 
Check_spec~6.T_node~0.const_hole_8_8                                 23    23    23 
Check_spec~6.T_node~0.inner_hole_0_0                                  6     6     6 
Check_spec~6.T_node~0.inner_hole_2_2                                 17    17    17 
Check_spec~6.T_node~0.inner_hole_4_4                                  1     1     1 
Check_spec~6.T_node~0.inner_hole_5_5                                  6     6     6 
Check_spec~6.T_node~0.inner_hole_7_7                                 15    15    15 
Check_spec~6.T_node~0.inner_hole_9_9                                 26    26    26 
Check_spec~6.T_node~0.inner_hole_10_10                               27    27    27 
Check_spec~6.T_node~0.p1                                          false false false 
Check_spec~6.T_node~0.repairNode_0_0~0.Commanded_Flow_Rate            1     1     1 
Check_spec~6.T_node~0.repairNode_0_0~0.Current_System_Mode            0     0     0 
Check_spec~6.T_node~0.repairNode_0_0~0.R                          false false false 
Check_spec~6.T_node~0.repairNode_0_0~0.R_l                         true  true  true 
Check_spec~6.T_node~0.repairNode_0_0~0.R_l_l                       true  true  true 
Check_spec~6.T_node~0.repairNode_0_0~0.R_l_r                       true  true  true 
Check_spec~6.T_node~0.repairNode_0_0~0.R_r                         true  true  true 
Check_spec~6.T_node~0.repairNode_0_0~0.R_r_l                       true  true  true 
Check_spec~6.T_node~0.repairNode_0_0~0.R_r_r                      false false false 
Check_spec~6.T_node~0.repairNode_0_0~0.System_On                   true  true  true 
Check_spec~6.T_node~0.repairNode_0_0~0.const_hole_1_1                 8     8     8 
Check_spec~6.T_node~0.repairNode_0_0~0.const_hole_3_3               256   256   256 
Check_spec~6.T_node~0.repairNode_0_0~0.const_hole_6_6                 0     0     0 
Check_spec~6.T_node~0.repairNode_0_0~0.const_hole_8_8                23    23    23 
Check_spec~6.T_node~0.repairNode_0_0~0.inner_hole_0_0                 6     6     6 
Check_spec~6.T_node~0.repairNode_0_0~0.inner_hole_2_2                17    17    17 
Check_spec~6.T_node~0.repairNode_0_0~0.inner_hole_4_4                 1     1     1 
Check_spec~6.T_node~0.repairNode_0_0~0.inner_hole_5_5                 6     6     6 
Check_spec~6.T_node~0.repairNode_0_0~0.inner_hole_7_7                15    15    15 
Check_spec~6.T_node~0.repairNode_0_0~0.inner_hole_9_9                26    26    26 
Check_spec~6.T_node~0.repairNode_0_0~0.inner_hole_10_10              27    27    27 
Check_spec~6.VTBI_Total                                               1     1     1 
Check_spec~6.Volume_Infused                                           0     0     0 
Check_spec~6.const_hole_1_1                                           8     8     8 
Check_spec~6.const_hole_3_3                                         256   256   256 
Check_spec~6.const_hole_6_6                                           0     0     0 
Check_spec~6.const_hole_8_8                                          23    23    23 
Check_spec~6.inner_hole_0_0                                           6     6     6 
Check_spec~6.inner_hole_2_2                                          17    17    17 
Check_spec~6.inner_hole_4_4                                           1     1     1 
Check_spec~6.inner_hole_5_5                                           6     6     6 
Check_spec~6.inner_hole_7_7                                          15    15    15 
Check_spec~6.inner_hole_9_9                                          26    26    26 
Check_spec~6.inner_hole_10_10                                        27    27    27 
Check_spec~6.k                                                        0     0     0 
Check_spec~6.p1                                                   false false false 
Check_spec~6.step                                                     0     1     2 
Check_spec~6.stepOK                                               false  true  true 
Check_spec~7.Actual_Infusion_Duration                                 0     0     0 
Check_spec~7.Commanded_Flow_Rate                                      0     8     8 
Check_spec~7.Configured                                               1     2     2 
Check_spec~7.Current_System_Mode                                      1     7     7 
Check_spec~7.Duration_Intermittent_Bolus                              1     2     2 
Check_spec~7.Duration_Patient_Bolus                                   2     1     1 
Check_spec~7.Entered_Reservoir_Volume                                 0     0     0 
Check_spec~7.Flow_Rate_Basal                                          4     0     0 
Check_spec~7.Flow_Rate_Intermittent_Bolus                             0     0     0 
Check_spec~7.Flow_Rate_KVO                                            3     8     8 
Check_spec~7.Flow_Rate_Patient_Bolus                                  0     0     0 
Check_spec~7.H_discovery~0.in                                      true  true  true 
Check_spec~7.H_discovery~0.out                                     true  true  true 
Check_spec~7.Highest_Level_Alarm                                      5     3     3 
Check_spec~7.Infusion_Cancel                                       true false false 
Check_spec~7.Infusion_Inhibit                                      true false false 
Check_spec~7.Infusion_Initiate                                     true  true  true 
Check_spec~7.Infusion_Total_Duration                                  2     2     2 
Check_spec~7.Interval_Intermittent_Bolus                              1     2     2 
Check_spec~7.Lockout_Period_Patient_Bolus                             2     2     2 
Check_spec~7.Log_Message_ID                                           1     1     1 
Check_spec~7.Max_Number_of_Patient_Bolus                              1     0     0 
Check_spec~7.New_Infusion                                         false  true  true 
Check_spec~7.Patient_Bolus_Request                                 true  true  true 
Check_spec~7.Reservoir_Empty                                       true false false 
Check_spec~7.System_On                                             true  true  true 
Check_spec~7.T_node~0.Actual_Infusion_Duration                        0     0     0 
Check_spec~7.T_node~0.Commanded_Flow_Rate                             0     8     8 
Check_spec~7.T_node~0.Configured                                      1     2     2 
Check_spec~7.T_node~0.Current_System_Mode                             1     7     7 
Check_spec~7.T_node~0.Duration_Intermittent_Bolus                     1     2     2 
Check_spec~7.T_node~0.Duration_Patient_Bolus                          2     1     1 
Check_spec~7.T_node~0.Entered_Reservoir_Volume                        0     0     0 
Check_spec~7.T_node~0.Flow_Rate_Basal                                 4     0     0 
Check_spec~7.T_node~0.Flow_Rate_Intermittent_Bolus                    0     0     0 
Check_spec~7.T_node~0.Flow_Rate_KVO                                   3     8     8 
Check_spec~7.T_node~0.Flow_Rate_Patient_Bolus                         0     0     0 
Check_spec~7.T_node~0.Highest_Level_Alarm                             5     3     3 
Check_spec~7.T_node~0.Infusion_Cancel                              true false false 
Check_spec~7.T_node~0.Infusion_Inhibit                             true false false 
Check_spec~7.T_node~0.Infusion_Initiate                            true  true  true 
Check_spec~7.T_node~0.Infusion_Total_Duration                         2     2     2 
Check_spec~7.T_node~0.Interval_Intermittent_Bolus                     1     2     2 
Check_spec~7.T_node~0.Lockout_Period_Patient_Bolus                    2     2     2 
Check_spec~7.T_node~0.Log_Message_ID                                  1     1     1 
Check_spec~7.T_node~0.Max_Number_of_Patient_Bolus                     1     0     0 
Check_spec~7.T_node~0.New_Infusion                                false  true  true 
Check_spec~7.T_node~0.Patient_Bolus_Request                        true  true  true 
Check_spec~7.T_node~0.Reservoir_Empty                              true false false 
Check_spec~7.T_node~0.System_On                                    true  true  true 
Check_spec~7.T_node~0.VTBI_Total                                      1     1     1 
Check_spec~7.T_node~0.Volume_Infused                                  0     0     0 
Check_spec~7.T_node~0.const_hole_1_1                                  8     8     8 
Check_spec~7.T_node~0.const_hole_3_3                                256   256   256 
Check_spec~7.T_node~0.const_hole_6_6                                  0     0     0 
Check_spec~7.T_node~0.const_hole_8_8                                 23    23    23 
Check_spec~7.T_node~0.inner_hole_0_0                                  6     6     6 
Check_spec~7.T_node~0.inner_hole_2_2                                 17    17    17 
Check_spec~7.T_node~0.inner_hole_4_4                                  1     1     1 
Check_spec~7.T_node~0.inner_hole_5_5                                  6     6     6 
Check_spec~7.T_node~0.inner_hole_7_7                                 15    15    15 
Check_spec~7.T_node~0.inner_hole_9_9                                 26    26    26 
Check_spec~7.T_node~0.inner_hole_10_10                               27    27    27 
Check_spec~7.T_node~0.p1                                           true  true  true 
Check_spec~7.T_node~0.repairNode_0_0~0.Commanded_Flow_Rate            0     8     8 
Check_spec~7.T_node~0.repairNode_0_0~0.Current_System_Mode            1     7     7 
Check_spec~7.T_node~0.repairNode_0_0~0.R                           true  true  true 
Check_spec~7.T_node~0.repairNode_0_0~0.R_l                         true  true  true 
Check_spec~7.T_node~0.repairNode_0_0~0.R_l_l                       true  true  true 
Check_spec~7.T_node~0.repairNode_0_0~0.R_l_r                       true  true  true 
Check_spec~7.T_node~0.repairNode_0_0~0.R_r                        false false false 
Check_spec~7.T_node~0.repairNode_0_0~0.R_r_l                      false false false 
Check_spec~7.T_node~0.repairNode_0_0~0.R_r_r                      false false false 
Check_spec~7.T_node~0.repairNode_0_0~0.System_On                   true  true  true 
Check_spec~7.T_node~0.repairNode_0_0~0.const_hole_1_1                 8     8     8 
Check_spec~7.T_node~0.repairNode_0_0~0.const_hole_3_3               256   256   256 
Check_spec~7.T_node~0.repairNode_0_0~0.const_hole_6_6                 0     0     0 
Check_spec~7.T_node~0.repairNode_0_0~0.const_hole_8_8                23    23    23 
Check_spec~7.T_node~0.repairNode_0_0~0.inner_hole_0_0                 6     6     6 
Check_spec~7.T_node~0.repairNode_0_0~0.inner_hole_2_2                17    17    17 
Check_spec~7.T_node~0.repairNode_0_0~0.inner_hole_4_4                 1     1     1 
Check_spec~7.T_node~0.repairNode_0_0~0.inner_hole_5_5                 6     6     6 
Check_spec~7.T_node~0.repairNode_0_0~0.inner_hole_7_7                15    15    15 
Check_spec~7.T_node~0.repairNode_0_0~0.inner_hole_9_9                26    26    26 
Check_spec~7.T_node~0.repairNode_0_0~0.inner_hole_10_10              27    27    27 
Check_spec~7.VTBI_Total                                               1     1     1 
Check_spec~7.Volume_Infused                                           0     0     0 
Check_spec~7.const_hole_1_1                                           8     8     8 
Check_spec~7.const_hole_3_3                                         256   256   256 
Check_spec~7.const_hole_6_6                                           0     0     0 
Check_spec~7.const_hole_8_8                                          23    23    23 
Check_spec~7.inner_hole_0_0                                           6     6     6 
Check_spec~7.inner_hole_2_2                                          17    17    17 
Check_spec~7.inner_hole_4_4                                           1     1     1 
Check_spec~7.inner_hole_5_5                                           6     6     6 
Check_spec~7.inner_hole_7_7                                          15    15    15 
Check_spec~7.inner_hole_9_9                                          26    26    26 
Check_spec~7.inner_hole_10_10                                        27    27    27 
Check_spec~7.k                                                        1     1     1 
Check_spec~7.p1                                                   false  true  true 
Check_spec~7.step                                                     0     1     2 
Check_spec~7.stepOK                                                true  true  true 
Check_spec~8.Actual_Infusion_Duration                                42    42    42 
Check_spec~8.Commanded_Flow_Rate                                      3     3     3 
Check_spec~8.Configured                                               1     1     1 
Check_spec~8.Current_System_Mode                                      0     0     0 
Check_spec~8.Duration_Intermittent_Bolus                              1     1     1 
Check_spec~8.Duration_Patient_Bolus                                   2     2     2 
Check_spec~8.Entered_Reservoir_Volume                                 0     0     0 
Check_spec~8.Flow_Rate_Basal                                          2     2     2 
Check_spec~8.Flow_Rate_Intermittent_Bolus                             0     0     0 
Check_spec~8.Flow_Rate_KVO                                            1     1     1 
Check_spec~8.Flow_Rate_Patient_Bolus                                  0     0     0 
Check_spec~8.H_discovery~0.in                                     false  true  true 
Check_spec~8.H_discovery~0.out                                    false false false 
Check_spec~8.Highest_Level_Alarm                                      5     5     5 
Check_spec~8.Infusion_Cancel                                       true  true  true 
Check_spec~8.Infusion_Inhibit                                      true  true  true 
Check_spec~8.Infusion_Initiate                                     true  true  true 
Check_spec~8.Infusion_Total_Duration                                  2     2     2 
Check_spec~8.Interval_Intermittent_Bolus                              1     1     1 
Check_spec~8.Lockout_Period_Patient_Bolus                             2     2     2 
Check_spec~8.Log_Message_ID                                          41    41    41 
Check_spec~8.Max_Number_of_Patient_Bolus                              0     0     0 
Check_spec~8.New_Infusion                                         false false false 
Check_spec~8.Patient_Bolus_Request                                 true  true  true 
Check_spec~8.Reservoir_Empty                                       true  true  true 
Check_spec~8.System_On                                             true  true  true 
Check_spec~8.T_node~0.Actual_Infusion_Duration                       42    42    42 
Check_spec~8.T_node~0.Commanded_Flow_Rate                             3     3     3 
Check_spec~8.T_node~0.Configured                                      1     1     1 
Check_spec~8.T_node~0.Current_System_Mode                             0     0     0 
Check_spec~8.T_node~0.Duration_Intermittent_Bolus                     1     1     1 
Check_spec~8.T_node~0.Duration_Patient_Bolus                          2     2     2 
Check_spec~8.T_node~0.Entered_Reservoir_Volume                        0     0     0 
Check_spec~8.T_node~0.Flow_Rate_Basal                                 2     2     2 
Check_spec~8.T_node~0.Flow_Rate_Intermittent_Bolus                    0     0     0 
Check_spec~8.T_node~0.Flow_Rate_KVO                                   1     1     1 
Check_spec~8.T_node~0.Flow_Rate_Patient_Bolus                         0     0     0 
Check_spec~8.T_node~0.Highest_Level_Alarm                             5     5     5 
Check_spec~8.T_node~0.Infusion_Cancel                              true  true  true 
Check_spec~8.T_node~0.Infusion_Inhibit                             true  true  true 
Check_spec~8.T_node~0.Infusion_Initiate                            true  true  true 
Check_spec~8.T_node~0.Infusion_Total_Duration                         2     2     2 
Check_spec~8.T_node~0.Interval_Intermittent_Bolus                     1     1     1 
Check_spec~8.T_node~0.Lockout_Period_Patient_Bolus                    2     2     2 
Check_spec~8.T_node~0.Log_Message_ID                                 41    41    41 
Check_spec~8.T_node~0.Max_Number_of_Patient_Bolus                     0     0     0 
Check_spec~8.T_node~0.New_Infusion                                false false false 
Check_spec~8.T_node~0.Patient_Bolus_Request                        true  true  true 
Check_spec~8.T_node~0.Reservoir_Empty                              true  true  true 
Check_spec~8.T_node~0.System_On                                    true  true  true 
Check_spec~8.T_node~0.VTBI_Total                                      1     1     1 
Check_spec~8.T_node~0.Volume_Infused                                  0     0     0 
Check_spec~8.T_node~0.const_hole_1_1                                  8     8     8 
Check_spec~8.T_node~0.const_hole_3_3                                256   256   256 
Check_spec~8.T_node~0.const_hole_6_6                                  0     0     0 
Check_spec~8.T_node~0.const_hole_8_8                                 23    23    23 
Check_spec~8.T_node~0.inner_hole_0_0                                  6     6     6 
Check_spec~8.T_node~0.inner_hole_2_2                                 17    17    17 
Check_spec~8.T_node~0.inner_hole_4_4                                  1     1     1 
Check_spec~8.T_node~0.inner_hole_5_5                                  6     6     6 
Check_spec~8.T_node~0.inner_hole_7_7                                 15    15    15 
Check_spec~8.T_node~0.inner_hole_9_9                                 26    26    26 
Check_spec~8.T_node~0.inner_hole_10_10                               27    27    27 
Check_spec~8.T_node~0.p1                                          false false false 
Check_spec~8.T_node~0.repairNode_0_0~0.Commanded_Flow_Rate            3     3     3 
Check_spec~8.T_node~0.repairNode_0_0~0.Current_System_Mode            0     0     0 
Check_spec~8.T_node~0.repairNode_0_0~0.R                          false false false 
Check_spec~8.T_node~0.repairNode_0_0~0.R_l                         true  true  true 
Check_spec~8.T_node~0.repairNode_0_0~0.R_l_l                       true  true  true 
Check_spec~8.T_node~0.repairNode_0_0~0.R_l_r                       true  true  true 
Check_spec~8.T_node~0.repairNode_0_0~0.R_r                         true  true  true 
Check_spec~8.T_node~0.repairNode_0_0~0.R_r_l                       true  true  true 
Check_spec~8.T_node~0.repairNode_0_0~0.R_r_r                      false false false 
Check_spec~8.T_node~0.repairNode_0_0~0.System_On                   true  true  true 
Check_spec~8.T_node~0.repairNode_0_0~0.const_hole_1_1                 8     8     8 
Check_spec~8.T_node~0.repairNode_0_0~0.const_hole_3_3               256   256   256 
Check_spec~8.T_node~0.repairNode_0_0~0.const_hole_6_6                 0     0     0 
Check_spec~8.T_node~0.repairNode_0_0~0.const_hole_8_8                23    23    23 
Check_spec~8.T_node~0.repairNode_0_0~0.inner_hole_0_0                 6     6     6 
Check_spec~8.T_node~0.repairNode_0_0~0.inner_hole_2_2                17    17    17 
Check_spec~8.T_node~0.repairNode_0_0~0.inner_hole_4_4                 1     1     1 
Check_spec~8.T_node~0.repairNode_0_0~0.inner_hole_5_5                 6     6     6 
Check_spec~8.T_node~0.repairNode_0_0~0.inner_hole_7_7                15    15    15 
Check_spec~8.T_node~0.repairNode_0_0~0.inner_hole_9_9                26    26    26 
Check_spec~8.T_node~0.repairNode_0_0~0.inner_hole_10_10              27    27    27 
Check_spec~8.VTBI_Total                                               1     1     1 
Check_spec~8.Volume_Infused                                           0     0     0 
Check_spec~8.const_hole_1_1                                           8     8     8 
Check_spec~8.const_hole_3_3                                         256   256   256 
Check_spec~8.const_hole_6_6                                           0     0     0 
Check_spec~8.const_hole_8_8                                          23    23    23 
Check_spec~8.inner_hole_0_0                                           6     6     6 
Check_spec~8.inner_hole_2_2                                          17    17    17 
Check_spec~8.inner_hole_4_4                                           1     1     1 
Check_spec~8.inner_hole_5_5                                           6     6     6 
Check_spec~8.inner_hole_7_7                                          15    15    15 
Check_spec~8.inner_hole_9_9                                          26    26    26 
Check_spec~8.inner_hole_10_10                                        27    27    27 
Check_spec~8.k                                                        0     0     0 
Check_spec~8.p1                                                   false false false 
Check_spec~8.step                                                     0     1     2 
Check_spec~8.stepOK                                               false  true  true 
Check_spec~9.Actual_Infusion_Duration                                42    42    42 
Check_spec~9.Commanded_Flow_Rate                                     40    40    40 
Check_spec~9.Configured                                               1     1     1 
Check_spec~9.Current_System_Mode                                      8     8     8 
Check_spec~9.Duration_Intermittent_Bolus                              2     2     2 
Check_spec~9.Duration_Patient_Bolus                                   1     1     1 
Check_spec~9.Entered_Reservoir_Volume                                 0     0     0 
Check_spec~9.Flow_Rate_Basal                                          1     1     1 
Check_spec~9.Flow_Rate_Intermittent_Bolus                             0     0     0 
Check_spec~9.Flow_Rate_KVO                                            0     0     0 
Check_spec~9.Flow_Rate_Patient_Bolus                                  0     0     0 
Check_spec~9.H_discovery~0.in                                     false  true  true 
Check_spec~9.H_discovery~0.out                                    false false false 
Check_spec~9.Highest_Level_Alarm                                      0     0     0 
Check_spec~9.Infusion_Cancel                                      false false false 
Check_spec~9.Infusion_Inhibit                                     false false false 
Check_spec~9.Infusion_Initiate                                     true  true  true 
Check_spec~9.Infusion_Total_Duration                                  2     2     2 
Check_spec~9.Interval_Intermittent_Bolus                              1     1     1 
Check_spec~9.Lockout_Period_Patient_Bolus                             2     2     2 
Check_spec~9.Log_Message_ID                                          41    41    41 
Check_spec~9.Max_Number_of_Patient_Bolus                              1     1     1 
Check_spec~9.New_Infusion                                         false false false 
Check_spec~9.Patient_Bolus_Request                                 true  true  true 
Check_spec~9.Reservoir_Empty                                      false false false 
Check_spec~9.System_On                                            false false false 
Check_spec~9.T_node~0.Actual_Infusion_Duration                       42    42    42 
Check_spec~9.T_node~0.Commanded_Flow_Rate                            40    40    40 
Check_spec~9.T_node~0.Configured                                      1     1     1 
Check_spec~9.T_node~0.Current_System_Mode                             8     8     8 
Check_spec~9.T_node~0.Duration_Intermittent_Bolus                     2     2     2 
Check_spec~9.T_node~0.Duration_Patient_Bolus                          1     1     1 
Check_spec~9.T_node~0.Entered_Reservoir_Volume                        0     0     0 
Check_spec~9.T_node~0.Flow_Rate_Basal                                 1     1     1 
Check_spec~9.T_node~0.Flow_Rate_Intermittent_Bolus                    0     0     0 
Check_spec~9.T_node~0.Flow_Rate_KVO                                   0     0     0 
Check_spec~9.T_node~0.Flow_Rate_Patient_Bolus                         0     0     0 
Check_spec~9.T_node~0.Highest_Level_Alarm                             0     0     0 
Check_spec~9.T_node~0.Infusion_Cancel                             false false false 
Check_spec~9.T_node~0.Infusion_Inhibit                            false false false 
Check_spec~9.T_node~0.Infusion_Initiate                            true  true  true 
Check_spec~9.T_node~0.Infusion_Total_Duration                         2     2     2 
Check_spec~9.T_node~0.Interval_Intermittent_Bolus                     1     1     1 
Check_spec~9.T_node~0.Lockout_Period_Patient_Bolus                    2     2     2 
Check_spec~9.T_node~0.Log_Message_ID                                 41    41    41 
Check_spec~9.T_node~0.Max_Number_of_Patient_Bolus                     1     1     1 
Check_spec~9.T_node~0.New_Infusion                                false false false 
Check_spec~9.T_node~0.Patient_Bolus_Request                        true  true  true 
Check_spec~9.T_node~0.Reservoir_Empty                             false false false 
Check_spec~9.T_node~0.System_On                                   false false false 
Check_spec~9.T_node~0.VTBI_Total                                      1     1     1 
Check_spec~9.T_node~0.Volume_Infused                                  0     0     0 
Check_spec~9.T_node~0.const_hole_1_1                                  8     8     8 
Check_spec~9.T_node~0.const_hole_3_3                                256   256   256 
Check_spec~9.T_node~0.const_hole_6_6                                  0     0     0 
Check_spec~9.T_node~0.const_hole_8_8                                 23    23    23 
Check_spec~9.T_node~0.inner_hole_0_0                                  6     6     6 
Check_spec~9.T_node~0.inner_hole_2_2                                 17    17    17 
Check_spec~9.T_node~0.inner_hole_4_4                                  1     1     1 
Check_spec~9.T_node~0.inner_hole_5_5                                  6     6     6 
Check_spec~9.T_node~0.inner_hole_7_7                                 15    15    15 
Check_spec~9.T_node~0.inner_hole_9_9                                 26    26    26 
Check_spec~9.T_node~0.inner_hole_10_10                               27    27    27 
Check_spec~9.T_node~0.p1                                          false false false 
Check_spec~9.T_node~0.repairNode_0_0~0.Commanded_Flow_Rate           40    40    40 
Check_spec~9.T_node~0.repairNode_0_0~0.Current_System_Mode            8     8     8 
Check_spec~9.T_node~0.repairNode_0_0~0.R                          false false false 
Check_spec~9.T_node~0.repairNode_0_0~0.R_l                        false false false 
Check_spec~9.T_node~0.repairNode_0_0~0.R_l_l                       true  true  true 
Check_spec~9.T_node~0.repairNode_0_0~0.R_l_r                      false false false 
Check_spec~9.T_node~0.repairNode_0_0~0.R_r                        false false false 
Check_spec~9.T_node~0.repairNode_0_0~0.R_r_l                      false false false 
Check_spec~9.T_node~0.repairNode_0_0~0.R_r_r                      false false false 
Check_spec~9.T_node~0.repairNode_0_0~0.System_On                  false false false 
Check_spec~9.T_node~0.repairNode_0_0~0.const_hole_1_1                 8     8     8 
Check_spec~9.T_node~0.repairNode_0_0~0.const_hole_3_3               256   256   256 
Check_spec~9.T_node~0.repairNode_0_0~0.const_hole_6_6                 0     0     0 
Check_spec~9.T_node~0.repairNode_0_0~0.const_hole_8_8                23    23    23 
Check_spec~9.T_node~0.repairNode_0_0~0.inner_hole_0_0                 6     6     6 
Check_spec~9.T_node~0.repairNode_0_0~0.inner_hole_2_2                17    17    17 
Check_spec~9.T_node~0.repairNode_0_0~0.inner_hole_4_4                 1     1     1 
Check_spec~9.T_node~0.repairNode_0_0~0.inner_hole_5_5                 6     6     6 
Check_spec~9.T_node~0.repairNode_0_0~0.inner_hole_7_7                15    15    15 
Check_spec~9.T_node~0.repairNode_0_0~0.inner_hole_9_9                26    26    26 
Check_spec~9.T_node~0.repairNode_0_0~0.inner_hole_10_10              27    27    27 
Check_spec~9.VTBI_Total                                               1     1     1 
Check_spec~9.Volume_Infused                                           0     0     0 
Check_spec~9.const_hole_1_1                                           8     8     8 
Check_spec~9.const_hole_3_3                                         256   256   256 
Check_spec~9.const_hole_6_6                                           0     0     0 
Check_spec~9.const_hole_8_8                                          23    23    23 
Check_spec~9.inner_hole_0_0                                           6     6     6 
Check_spec~9.inner_hole_2_2                                          17    17    17 
Check_spec~9.inner_hole_4_4                                           1     1     1 
Check_spec~9.inner_hole_5_5                                           6     6     6 
Check_spec~9.inner_hole_7_7                                          15    15    15 
Check_spec~9.inner_hole_9_9                                          26    26    26 
Check_spec~9.inner_hole_10_10                                        27    27    27 
Check_spec~9.k                                                        0     0     0 
Check_spec~9.p1                                                   false false false 
Check_spec~9.step                                                     0     1     2 
Check_spec~9.stepOK                                               false  true  true 
Check_spec~10.Actual_Infusion_Duration                               42    42    42 
Check_spec~10.Commanded_Flow_Rate                                    41    41    41 
Check_spec~10.Configured                                              1     1     1 
Check_spec~10.Current_System_Mode                                     0     0     0 
Check_spec~10.Duration_Intermittent_Bolus                             1     1     1 
Check_spec~10.Duration_Patient_Bolus                                  2     2     2 
Check_spec~10.Entered_Reservoir_Volume                                0     0     0 
Check_spec~10.Flow_Rate_Basal                                         0     0     0 
Check_spec~10.Flow_Rate_Intermittent_Bolus                            0     0     0 
Check_spec~10.Flow_Rate_KVO                                           1     1     1 
Check_spec~10.Flow_Rate_Patient_Bolus                                 0     0     0 
Check_spec~10.H_discovery~0.in                                    false  true  true 
Check_spec~10.H_discovery~0.out                                   false false false 
Check_spec~10.Highest_Level_Alarm                                     1     1     1 
Check_spec~10.Infusion_Cancel                                      true  true  true 
Check_spec~10.Infusion_Inhibit                                     true  true  true 
Check_spec~10.Infusion_Initiate                                    true  true  true 
Check_spec~10.Infusion_Total_Duration                                 2     2     2 
Check_spec~10.Interval_Intermittent_Bolus                             1     1     1 
Check_spec~10.Lockout_Period_Patient_Bolus                            2     2     2 
Check_spec~10.Log_Message_ID                                         40    40    40 
Check_spec~10.Max_Number_of_Patient_Bolus                             1     1     1 
Check_spec~10.New_Infusion                                        false false false 
Check_spec~10.Patient_Bolus_Request                                true  true  true 
Check_spec~10.Reservoir_Empty                                      true  true  true 
Check_spec~10.System_On                                            true  true  true 
Check_spec~10.T_node~0.Actual_Infusion_Duration                      42    42    42 
Check_spec~10.T_node~0.Commanded_Flow_Rate                           41    41    41 
Check_spec~10.T_node~0.Configured                                     1     1     1 
Check_spec~10.T_node~0.Current_System_Mode                            0     0     0 
Check_spec~10.T_node~0.Duration_Intermittent_Bolus                    1     1     1 
Check_spec~10.T_node~0.Duration_Patient_Bolus                         2     2     2 
Check_spec~10.T_node~0.Entered_Reservoir_Volume                       0     0     0 
Check_spec~10.T_node~0.Flow_Rate_Basal                                0     0     0 
Check_spec~10.T_node~0.Flow_Rate_Intermittent_Bolus                   0     0     0 
Check_spec~10.T_node~0.Flow_Rate_KVO                                  1     1     1 
Check_spec~10.T_node~0.Flow_Rate_Patient_Bolus                        0     0     0 
Check_spec~10.T_node~0.Highest_Level_Alarm                            1     1     1 
Check_spec~10.T_node~0.Infusion_Cancel                             true  true  true 
Check_spec~10.T_node~0.Infusion_Inhibit                            true  true  true 
Check_spec~10.T_node~0.Infusion_Initiate                           true  true  true 
Check_spec~10.T_node~0.Infusion_Total_Duration                        2     2     2 
